Country/Region,Date,Recovered
New Zealand,2022-10-27,0
United Kingdom,2022-10-27,0
Australia,2022-10-28,0
China,2022-10-28,0
Denmark,2022-10-28,0
France,2022-10-28,0
Netherlands,2022-10-28,0
New Zealand,2022-10-28,0
United Kingdom,2022-10-28,0
Australia,2022-10-29,0
China,2022-10-29,0
Denmark,2022-10-29,0
France,2022-10-29,0
Netherlands,2022-10-29,0
New Zealand,2022-10-29,0
United Kingdom,2022-10-29,0
Australia,2022-10-30,0
China,2022-10-30,0
Denmark,2022-10-30,0
France,2022-10-30,0
Netherlands,2022-10-30,0
New Zealand,2022-10-30,0
United Kingdom,2022-10-30,0
Australia,2022-10-31,0
China,2022-10-31,0
Denmark,2022-10-31,0
France,2022-10-31,0
Netherlands,2022-10-31,0
New Zealand,2022-10-31,0
United Kingdom,2022-10-31,0
Australia,2022-11-01,0
China,2022-11-01,0
Denmark,2022-11-01,0
France,2022-11-01,0
Netherlands,2022-11-01,0
New Zealand,2022-11-01,0
United Kingdom,2022-11-01,0
Australia,2022-11-02,0
China,2022-11-02,0
Denmark,2022-11-02,0
France,2022-11-02,0
Netherlands,2022-11-02,0
New Zealand,2022-11-02,0
United Kingdom,2022-11-02,0
Australia,2022-11-03,0
China,2022-11-03,0
Denmark,2022-11-03,0
France,2022-11-03,0
Netherlands,2022-11-03,0
New Zealand,2022-11-03,0
United Kingdom,2022-11-03,0
Australia,2022-11-04,0
China,2022-11-04,0
Denmark,2022-11-04,0
France,2022-11-04,0
Netherlands,2022-11-04,0
New Zealand,2022-11-04,0
United Kingdom,2022-11-04,0
Australia,2022-11-05,0
China,2022-11-05,0
Denmark,2022-11-05,0
France,2022-11-05,0
Netherlands,2022-11-05,0
New Zealand,2022-11-05,0
United Kingdom,2022-11-05,0
Australia,2022-11-06,0
China,2022-11-06,0
Denmark,2022-11-06,0
France,2022-11-06,0
Netherlands,2022-11-06,0
New Zealand,2022-11-06,0
United Kingdom,2022-11-06,0
Australia,2022-11-07,0
China,2022-11-07,0
Denmark,2022-11-07,0
France,2022-11-07,0
Netherlands,2022-11-07,0
New Zealand,2022-11-07,0
United Kingdom,2022-11-07,0
Australia,2022-11-08,0
China,2022-11-08,0
Denmark,2022-11-08,0
France,2022-11-08,0
Netherlands,2022-11-08,0
New Zealand,2022-11-08,0
United Kingdom,2022-11-08,0
Australia,2022-11-09,0
China,2022-11-09,0
Denmark,2022-11-09,0
France,2022-11-09,0
Netherlands,2022-11-09,0
New Zealand,2022-11-09,0
United Kingdom,2022-11-09,0
Australia,2022-11-10,0
China,2022-11-10,0
Denmark,2022-11-10,0
France,2022-11-10,0
Netherlands,2022-11-10,0
New Zealand,2022-11-10,0
United Kingdom,2022-11-10,0
Australia,2022-11-11,0
China,2022-11-11,0
Denmark,2022-11-11,0
France,2022-11-11,0
Netherlands,2022-11-11,0
New Zealand,2022-11-11,0
United Kingdom,2022-11-11,0
Australia,2022-11-12,0
China,2022-11-12,0
Denmark,2022-11-12,0
France,2022-11-12,0
Netherlands,2022-11-12,0
New Zealand,2022-11-12,0
United Kingdom,2022-11-12,0
Australia,2022-11-13,0
China,2022-11-13,0
Denmark,2022-11-13,0
France,2022-11-13,0
Netherlands,2022-11-13,0
New Zealand,2022-11-13,0
United Kingdom,2022-11-13,0
Australia,2022-11-14,0
China,2022-11-14,0
Denmark,2022-11-14,0
France,2022-11-14,0
Netherlands,2022-11-14,0
New Zealand,2022-11-14,0
United Kingdom,2022-11-14,0
Australia,2022-11-15,0
China,2022-11-15,0
Denmark,2022-11-15,0
France,2022-11-15,0
Netherlands,2022-11-15,0
New Zealand,2022-11-15,0
United Kingdom,2022-11-15,0
Australia,2022-11-16,0
China,2022-11-16,0
Denmark,2022-11-16,0
France,2022-11-16,0
Netherlands,2022-11-16,0
New Zealand,2022-11-16,0
United Kingdom,2022-11-16,0
Australia,2022-11-17,0
China,2022-11-17,0
Denmark,2022-11-17,0
France,2022-11-17,0
Netherlands,2022-11-17,0
New Zealand,2022-11-17,0
United Kingdom,2022-11-17,0
Australia,2022-11-18,0
China,2022-11-18,0
Denmark,2022-11-18,0
France,2022-11-18,0
Netherlands,2022-11-18,0
New Zealand,2022-11-18,0
United Kingdom,2022-11-18,0
Australia,2022-11-19,0
China,2022-11-19,0
Denmark,2022-11-19,0
France,2022-11-19,0
Netherlands,2022-11-19,0
New Zealand,2022-11-19,0
United Kingdom,2022-11-19,0
Australia,2022-11-20,0
China,2022-11-20,0
Denmark,2022-11-20,0
France,2022-11-20,0
Netherlands,2022-11-20,0
New Zealand,2022-11-20,0
United Kingdom,2022-11-20,0
Australia,2022-11-21,0
China,2022-11-21,0
Denmark,2022-11-21,0
France,2022-11-21,0
Netherlands,2022-11-21,0
New Zealand,2022-11-21,0
United Kingdom,2022-11-21,0
Australia,2022-11-22,0
China,2022-11-22,0
Denmark,2022-11-22,0
France,2022-11-22,0
Netherlands,2022-11-22,0
New Zealand,2022-11-22,0
United Kingdom,2022-11-22,0
Australia,2022-11-23,0
China,2022-11-23,0
Denmark,2022-11-23,0
France,2022-11-23,0
Netherlands,2022-11-23,0
New Zealand,2022-11-23,0
United Kingdom,2022-11-23,0
Australia,2022-11-24,0
China,2022-11-24,0
Denmark,2022-11-24,0
France,2022-11-24,0
Netherlands,2022-11-24,0
New Zealand,2022-11-24,0
United Kingdom,2022-11-24,0
Australia,2022-11-25,0
China,2022-11-25,0
Denmark,2022-11-25,0
France,2022-11-25,0
Netherlands,2022-11-25,0
New Zealand,2022-11-25,0
United Kingdom,2022-11-25,0
Australia,2022-11-26,0
China,2022-11-26,0
Denmark,2022-11-26,0
France,2022-11-26,0
Netherlands,2022-11-26,0
New Zealand,2022-11-26,0
United Kingdom,2022-11-26,0
Australia,2022-11-27,0
China,2022-11-27,0
Denmark,2022-11-27,0
France,2022-11-27,0
Netherlands,2022-11-27,0
New Zealand,2022-11-27,0
United Kingdom,2022-11-27,0
Australia,2022-11-28,0
China,2022-11-28,0
Denmark,2022-11-28,0
France,2022-11-28,0
Netherlands,2022-11-28,0
New Zealand,2022-11-28,0
United Kingdom,2022-11-28,0
Australia,2022-11-29,0
China,2022-11-29,0
Denmark,2022-11-29,0
France,2022-11-29,0
Netherlands,2022-11-29,0
New Zealand,2022-11-29,0
United Kingdom,2022-11-29,0
Australia,2022-11-30,0
China,2022-11-30,0
Denmark,2022-11-30,0
France,2022-11-30,0
Netherlands,2022-11-30,0
New Zealand,2022-11-30,0
United Kingdom,2022-11-30,0
Australia,2022-12-01,0
China,2022-12-01,0
Denmark,2022-12-01,0
France,2022-12-01,0
Netherlands,2022-12-01,0
New Zealand,2022-12-01,0
United Kingdom,2022-12-01,0
Australia,2022-12-02,0
China,2022-12-02,0
Denmark,2022-12-02,0
France,2022-12-02,0
Netherlands,2022-12-02,0
New Zealand,2022-12-02,0
United Kingdom,2022-12-02,0
Australia,2022-12-03,0
China,2022-12-03,0
Denmark,2022-12-03,0
France,2022-12-03,0
Netherlands,2022-12-03,0
New Zealand,2022-12-03,0
United Kingdom,2022-12-03,0
Australia,2022-12-04,0
China,2022-12-04,0
Denmark,2022-12-04,0
France,2022-12-04,0
Netherlands,2022-12-04,0
New Zealand,2022-12-04,0
United Kingdom,2022-12-04,0
Australia,2022-12-05,0
China,2022-12-05,0
Denmark,2022-12-05,0
France,2022-12-05,0
Netherlands,2022-12-05,0
New Zealand,2022-12-05,0
United Kingdom,2022-12-05,0
Australia,2022-12-06,0
China,2022-12-06,0
Denmark,2022-12-06,0
France,2022-12-06,0
Netherlands,2022-12-06,0
New Zealand,2022-12-06,0
United Kingdom,2022-12-06,0
Australia,2022-12-07,0
China,2022-12-07,0
Denmark,2022-12-07,0
France,2022-12-07,0
Netherlands,2022-12-07,0
New Zealand,2022-12-07,0
United Kingdom,2022-12-07,0
Australia,2022-12-08,0
China,2022-12-08,0
Denmark,2022-12-08,0
France,2022-12-08,0
Netherlands,2022-12-08,0
New Zealand,2022-12-08,0
United Kingdom,2022-12-08,0
Australia,2022-12-09,0
China,2022-12-09,0
Denmark,2022-12-09,0
France,2022-12-09,0
Netherlands,2022-12-09,0
New Zealand,2022-12-09,0
United Kingdom,2022-12-09,0
Australia,2022-12-10,0
China,2022-12-10,0
Denmark,2022-12-10,0
France,2022-12-10,0
Netherlands,2022-12-10,0
New Zealand,2022-12-10,0
United Kingdom,2022-12-10,0
Australia,2022-12-11,0
China,2022-12-11,0
Denmark,2022-12-11,0
France,2022-12-11,0
Netherlands,2022-12-11,0
New Zealand,2022-12-11,0
United Kingdom,2022-12-11,0
Australia,2022-12-12,0
China,2022-12-12,0
Denmark,2022-12-12,0
France,2022-12-12,0
Netherlands,2022-12-12,0
New Zealand,2022-12-12,0
United Kingdom,2022-12-12,0
Australia,2022-12-13,0
China,2022-12-13,0
Denmark,2022-12-13,0
France,2022-12-13,0
Netherlands,2022-12-13,0
New Zealand,2022-12-13,0
United Kingdom,2022-12-13,0
Australia,2022-12-14,0
China,2022-12-14,0
Denmark,2022-12-14,0
France,2022-12-14,0
Netherlands,2022-12-14,0
New Zealand,2022-12-14,0
United Kingdom,2022-12-14,0
Australia,2022-12-15,0
China,2022-12-15,0
Denmark,2022-12-15,0
France,2022-12-15,0
Netherlands,2022-12-15,0
New Zealand,2022-12-15,0
United Kingdom,2022-12-15,0
Australia,2022-12-16,0
China,2022-12-16,0
Denmark,2022-12-16,0
France,2022-12-16,0
Netherlands,2022-12-16,0
New Zealand,2022-12-16,0
United Kingdom,2022-12-16,0
Australia,2022-12-17,0
China,2022-12-17,0
Denmark,2022-12-17,0
France,2022-12-17,0
Netherlands,2022-12-17,0
New Zealand,2022-12-17,0
United Kingdom,2022-12-17,0
Australia,2022-12-18,0
China,2022-12-18,0
Denmark,2022-12-18,0
France,2022-12-18,0
Netherlands,2022-12-18,0
New Zealand,2022-12-18,0
United Kingdom,2022-12-18,0
Australia,2022-12-19,0
China,2022-12-19,0
Denmark,2022-12-19,0
France,2022-12-19,0
Netherlands,2022-12-19,0
New Zealand,2022-12-19,0
United Kingdom,2022-12-19,0
Australia,2022-12-20,0
China,2022-12-20,0
Denmark,2022-12-20,0
France,2022-12-20,0
Netherlands,2022-12-20,0
New Zealand,2022-12-20,0
United Kingdom,2022-12-20,0
Australia,2022-12-21,0
China,2022-12-21,0
Denmark,2022-12-21,0
France,2022-12-21,0
Netherlands,2022-12-21,0
New Zealand,2022-12-21,0
United Kingdom,2022-12-21,0
Australia,2022-12-22,0
China,2022-12-22,0
Denmark,2022-12-22,0
France,2022-12-22,0
Netherlands,2022-12-22,0
New Zealand,2022-12-22,0
United Kingdom,2022-12-22,0
Australia,2022-12-23,0
China,2022-12-23,0
Denmark,2022-12-23,0
France,2022-12-23,0
Netherlands,2022-12-23,0
New Zealand,2022-12-23,0
United Kingdom,2022-12-23,0
Australia,2022-12-24,0
China,2022-12-24,0
Denmark,2022-12-24,0
France,2022-12-24,0
Netherlands,2022-12-24,0
New Zealand,2022-12-24,0
United Kingdom,2022-12-24,0
Australia,2022-12-25,0
China,2022-12-25,0
Denmark,2022-12-25,0
France,2022-12-25,0
Netherlands,2022-12-25,0
New Zealand,2022-12-25,0
United Kingdom,2022-12-25,0
Australia,2022-12-26,0
China,2022-12-26,0
Denmark,2022-12-26,0
France,2022-12-26,0
Netherlands,2022-12-26,0
New Zealand,2022-12-26,0
United Kingdom,2022-12-26,0
Australia,2022-12-27,0
China,2022-12-27,0
Denmark,2022-12-27,0
France,2022-12-27,0
Netherlands,2022-12-27,0
New Zealand,2022-12-27,0
United Kingdom,2022-12-27,0
Australia,2022-12-28,0
China,2022-12-28,0
Denmark,2022-12-28,0
France,2022-12-28,0
Netherlands,2022-12-28,0
New Zealand,2022-12-28,0
United Kingdom,2022-12-28,0
Australia,2022-12-29,0
China,2022-12-29,0
Denmark,2022-12-29,0
France,2022-12-29,0
Netherlands,2022-12-29,0
New Zealand,2022-12-29,0
United Kingdom,2022-12-29,0
Australia,2022-12-30,0
China,2022-12-30,0
Denmark,2022-12-30,0
France,2022-12-30,0
Netherlands,2022-12-30,0
New Zealand,2022-12-30,0
United Kingdom,2022-12-30,0
Australia,2022-12-31,0
China,2022-12-31,0
Denmark,2022-12-31,0
France,2022-12-31,0
Netherlands,2022-12-31,0
New Zealand,2022-12-31,0
United Kingdom,2022-12-31,0
Australia,2023-01-01,0
China,2023-01-01,0
Denmark,2023-01-01,0
France,2023-01-01,0
Netherlands,2023-01-01,0
New Zealand,2023-01-01,0
United Kingdom,2023-01-01,0
Australia,2023-01-02,0
China,2023-01-02,0
Denmark,2023-01-02,0
France,2023-01-02,0
Netherlands,2023-01-02,0
New Zealand,2023-01-02,0
United Kingdom,2023-01-02,0
Australia,2023-01-03,0
China,2023-01-03,0
Denmark,2023-01-03,0
France,2023-01-03,0
Netherlands,2023-01-03,0
New Zealand,2023-01-03,0
United Kingdom,2023-01-03,0
Australia,2023-01-04,0
China,2023-01-04,0
Denmark,2023-01-04,0
France,2023-01-04,0
Netherlands,2023-01-04,0
New Zealand,2023-01-04,0
United Kingdom,2023-01-04,0
Australia,2023-01-05,0
China,2023-01-05,0
Denmark,2023-01-05,0
France,2023-01-05,0
Netherlands,2023-01-05,0
New Zealand,2023-01-05,0
United Kingdom,2023-01-05,0
Australia,2023-01-06,0
China,2023-01-06,0
Denmark,2023-01-06,0
France,2023-01-06,0
Netherlands,2023-01-06,0
New Zealand,2023-01-06,0
United Kingdom,2023-01-06,0
Australia,2023-01-07,0
China,2023-01-07,0
Denmark,2023-01-07,0
France,2023-01-07,0
Netherlands,2023-01-07,0
New Zealand,2023-01-07,0
United Kingdom,2023-01-07,0
Australia,2023-01-08,0
China,2023-01-08,0
Denmark,2023-01-08,0
France,2023-01-08,0
Netherlands,2023-01-08,0
New Zealand,2023-01-08,0
United Kingdom,2023-01-08,0
Australia,2023-01-09,0
China,2023-01-09,0
Denmark,2023-01-09,0
France,2023-01-09,0
Netherlands,2023-01-09,0
New Zealand,2023-01-09,0
United Kingdom,2023-01-09,0
Australia,2023-01-10,0
China,2023-01-10,0
Denmark,2023-01-10,0
France,2023-01-10,0
Netherlands,2023-01-10,0
New Zealand,2023-01-10,0
United Kingdom,2023-01-10,0
Australia,2023-01-11,0
China,2023-01-11,0
Denmark,2023-01-11,0
France,2023-01-11,0
Netherlands,2023-01-11,0
New Zealand,2023-01-11,0
United Kingdom,2023-01-11,0
Australia,2023-01-12,0
China,2023-01-12,0
Denmark,2023-01-12,0
France,2023-01-12,0
Netherlands,2023-01-12,0
New Zealand,2023-01-12,0
United Kingdom,2023-01-12,0
Australia,2023-01-13,0
China,2023-01-13,0
Denmark,2023-01-13,0
France,2023-01-13,0
Netherlands,2023-01-13,0
New Zealand,2023-01-13,0
United Kingdom,2023-01-13,0
Australia,2023-01-14,0
China,2023-01-14,0
Denmark,2023-01-14,0
France,2023-01-14,0
Netherlands,2023-01-14,0
New Zealand,2023-01-14,0
United Kingdom,2023-01-14,0
Australia,2023-01-15,0
China,2023-01-15,0
Denmark,2023-01-15,0
France,2023-01-15,0
Netherlands,2023-01-15,0
New Zealand,2023-01-15,0
United Kingdom,2023-01-15,0
Australia,2023-01-16,0
China,2023-01-16,0
Denmark,2023-01-16,0
France,2023-01-16,0
Netherlands,2023-01-16,0
New Zealand,2023-01-16,0
United Kingdom,2023-01-16,0
Australia,2023-01-17,0
China,2023-01-17,0
Denmark,2023-01-17,0
France,2023-01-17,0
Netherlands,2023-01-17,0
New Zealand,2023-01-17,0
United Kingdom,2023-01-17,0
Australia,2023-01-18,0
China,2023-01-18,0
Denmark,2023-01-18,0
France,2023-01-18,0
Netherlands,2023-01-18,0
New Zealand,2023-01-18,0
United Kingdom,2023-01-18,0
Australia,2023-01-19,0
China,2023-01-19,0
Denmark,2023-01-19,0
France,2023-01-19,0
Netherlands,2023-01-19,0
New Zealand,2023-01-19,0
United Kingdom,2023-01-19,0
Australia,2023-01-20,0
China,2023-01-20,0
Denmark,2023-01-20,0
France,2023-01-20,0
Netherlands,2023-01-20,0
New Zealand,2023-01-20,0
United Kingdom,2023-01-20,0
Australia,2023-01-21,0
China,2023-01-21,0
Denmark,2023-01-21,0
France,2023-01-21,0
Netherlands,2023-01-21,0
New Zealand,2023-01-21,0
United Kingdom,2023-01-21,0
Australia,2023-01-22,0
China,2023-01-22,0
Denmark,2023-01-22,0
France,2023-01-22,0
Netherlands,2023-01-22,0
New Zealand,2023-01-22,0
United Kingdom,2023-01-22,0
Australia,2023-01-23,0
China,2023-01-23,0
Denmark,2023-01-23,0
France,2023-01-23,0
Netherlands,2023-01-23,0
New Zealand,2023-01-23,0
United Kingdom,2023-01-23,0
Australia,2023-01-24,0
China,2023-01-24,0
Denmark,2023-01-24,0
France,2023-01-24,0
Netherlands,2023-01-24,0
New Zealand,2023-01-24,0
United Kingdom,2023-01-24,0
Australia,2023-01-25,0
China,2023-01-25,0
Denmark,2023-01-25,0
France,2023-01-25,0
Netherlands,2023-01-25,0
New Zealand,2023-01-25,0
United Kingdom,2023-01-25,0
Australia,2023-01-26,0
China,2023-01-26,0
Denmark,2023-01-26,0
France,2023-01-26,0
Netherlands,2023-01-26,0
New Zealand,2023-01-26,0
United Kingdom,2023-01-26,0
Australia,2023-01-27,0
China,2023-01-27,0
Denmark,2023-01-27,0
France,2023-01-27,0
Netherlands,2023-01-27,0
New Zealand,2023-01-27,0
United Kingdom,2023-01-27,0
Australia,2023-01-28,0
China,2023-01-28,0
Denmark,2023-01-28,0
France,2023-01-28,0
Netherlands,2023-01-28,0
New Zealand,2023-01-28,0
United Kingdom,2023-01-28,0
Australia,2023-01-29,0
China,2023-01-29,0
Denmark,2023-01-29,0
France,2023-01-29,0
Netherlands,2023-01-29,0
New Zealand,2023-01-29,0
United Kingdom,2023-01-29,0
Australia,2023-01-30,0
China,2023-01-30,0
Denmark,2023-01-30,0
France,2023-01-30,0
Netherlands,2023-01-30,0
New Zealand,2023-01-30,0
United Kingdom,2023-01-30,0
Australia,2023-01-31,0
China,2023-01-31,0
Denmark,2023-01-31,0
France,2023-01-31,0
Netherlands,2023-01-31,0
New Zealand,2023-01-31,0
United Kingdom,2023-01-31,0
Australia,2023-02-01,0
China,2023-02-01,0
Denmark,2023-02-01,0
France,2023-02-01,0
Netherlands,2023-02-01,0
New Zealand,2023-02-01,0
United Kingdom,2023-02-01,0
Australia,2023-02-02,0
China,2023-02-02,0
Denmark,2023-02-02,0
France,2023-02-02,0
Netherlands,2023-02-02,0
New Zealand,2023-02-02,0
United Kingdom,2023-02-02,0
Australia,2023-02-03,0
China,2023-02-03,0
Denmark,2023-02-03,0
France,2023-02-03,0
Netherlands,2023-02-03,0
New Zealand,2023-02-03,0
United Kingdom,2023-02-03,0
Australia,2023-02-04,0
China,2023-02-04,0
Denmark,2023-02-04,0
France,2023-02-04,0
Netherlands,2023-02-04,0
New Zealand,2023-02-04,0
United Kingdom,2023-02-04,0
Australia,2023-02-05,0
China,2023-02-05,0
Denmark,2023-02-05,0
France,2023-02-05,0
Netherlands,2023-02-05,0
New Zealand,2023-02-05,0
United Kingdom,2023-02-05,0
Australia,2023-02-06,0
China,2023-02-06,0
Denmark,2023-02-06,0
France,2023-02-06,0
Netherlands,2023-02-06,0
New Zealand,2023-02-06,0
United Kingdom,2023-02-06,0
Australia,2023-02-07,0
China,2023-02-07,0
Denmark,2023-02-07,0
France,2023-02-07,0
Netherlands,2023-02-07,0
New Zealand,2023-02-07,0
United Kingdom,2023-02-07,0
Australia,2023-02-08,0
China,2023-02-08,0
Denmark,2023-02-08,0
France,2023-02-08,0
Netherlands,2023-02-08,0
New Zealand,2023-02-08,0
United Kingdom,2023-02-08,0
Australia,2023-02-09,0
China,2023-02-09,0
Denmark,2023-02-09,0
France,2023-02-09,0
Netherlands,2023-02-09,0
New Zealand,2023-02-09,0
United Kingdom,2023-02-09,0
Australia,2023-02-10,0
China,2023-02-10,0
Denmark,2023-02-10,0
France,2023-02-10,0
Netherlands,2023-02-10,0
New Zealand,2023-02-10,0
United Kingdom,2023-02-10,0
Australia,2023-02-11,0
China,2023-02-11,0
Denmark,2023-02-11,0
France,2023-02-11,0
Netherlands,2023-02-11,0
New Zealand,2023-02-11,0
United Kingdom,2023-02-11,0
Australia,2023-02-12,0
China,2023-02-12,0
Denmark,2023-02-12,0
France,2023-02-12,0
Netherlands,2023-02-12,0
New Zealand,2023-02-12,0
United Kingdom,2023-02-12,0
Australia,2023-02-13,0
China,2023-02-13,0
Denmark,2023-02-13,0
France,2023-02-13,0
Netherlands,2023-02-13,0
New Zealand,2023-02-13,0
United Kingdom,2023-02-13,0
Australia,2023-02-14,0
China,2023-02-14,0
Denmark,2023-02-14,0
France,2023-02-14,0
Netherlands,2023-02-14,0
New Zealand,2023-02-14,0
United Kingdom,2023-02-14,0
Australia,2023-02-15,0
China,2023-02-15,0
Denmark,2023-02-15,0
France,2023-02-15,0
Netherlands,2023-02-15,0
New Zealand,2023-02-15,0
United Kingdom,2023-02-15,0
Australia,2023-02-16,0
China,2023-02-16,0
Denmark,2023-02-16,0
France,2023-02-16,0
Netherlands,2023-02-16,0
New Zealand,2023-02-16,0
United Kingdom,2023-02-16,0
Australia,2023-02-17,0
China,2023-02-17,0
Denmark,2023-02-17,0
France,2023-02-17,0
Netherlands,2023-02-17,0
New Zealand,2023-02-17,0
United Kingdom,2023-02-17,0
Australia,2023-02-18,0
China,2023-02-18,0
Denmark,2023-02-18,0
France,2023-02-18,0
Netherlands,2023-02-18,0
New Zealand,2023-02-18,0
United Kingdom,2023-02-18,0
Australia,2023-02-19,0
China,2023-02-19,0
Denmark,2023-02-19,0
France,2023-02-19,0
Netherlands,2023-02-19,0
New Zealand,2023-02-19,0
United Kingdom,2023-02-19,0
Australia,2023-02-20,0
China,2023-02-20,0
Denmark,2023-02-20,0
France,2023-02-20,0
Netherlands,2023-02-20,0
New Zealand,2023-02-20,0
United Kingdom,2023-02-20,0
Australia,2023-02-21,0
China,2023-02-21,0
Denmark,2023-02-21,0
France,2023-02-21,0
Netherlands,2023-02-21,0
New Zealand,2023-02-21,0
United Kingdom,2023-02-21,0
Australia,2023-02-22,0
China,2023-02-22,0
Denmark,2023-02-22,0
France,2023-02-22,0
Netherlands,2023-02-22,0
New Zealand,2023-02-22,0
United Kingdom,2023-02-22,0
Australia,2023-02-23,0
China,2023-02-23,0
Denmark,2023-02-23,0
France,2023-02-23,0
Netherlands,2023-02-23,0
New Zealand,2023-02-23,0
United Kingdom,2023-02-23,0
Australia,2023-02-24,0
China,2023-02-24,0
Denmark,2023-02-24,0
France,2023-02-24,0
Netherlands,2023-02-24,0
New Zealand,2023-02-24,0
United Kingdom,2023-02-24,0
Australia,2023-02-25,0
China,2023-02-25,0
Denmark,2023-02-25,0
France,2023-02-25,0
Netherlands,2023-02-25,0
New Zealand,2023-02-25,0
United Kingdom,2023-02-25,0
Australia,2023-02-26,0
China,2023-02-26,0
Denmark,2023-02-26,0
France,2023-02-26,0
Netherlands,2023-02-26,0
New Zealand,2023-02-26,0
United Kingdom,2023-02-26,0
Australia,2023-02-27,0
China,2023-02-27,0
Denmark,2023-02-27,0
France,2023-02-27,0
Netherlands,2023-02-27,0
New Zealand,2023-02-27,0
United Kingdom,2023-02-27,0
Australia,2023-02-28,0
China,2023-02-28,0
Denmark,2023-02-28,0
France,2023-02-28,0
Netherlands,2023-02-28,0
New Zealand,2023-02-28,0
United Kingdom,2023-02-28,0
Australia,2023-03-01,0
China,2023-03-01,0
Denmark,2023-03-01,0
France,2023-03-01,0
Netherlands,2023-03-01,0
New Zealand,2023-03-01,0
United Kingdom,2023-03-01,0
Australia,2023-03-02,0
China,2023-03-02,0
Denmark,2023-03-02,0
France,2023-03-02,0
Netherlands,2023-03-02,0
New Zealand,2023-03-02,0
United Kingdom,2023-03-02,0
Australia,2023-03-03,0
China,2023-03-03,0
Denmark,2023-03-03,0
France,2023-03-03,0
Netherlands,2023-03-03,0
New Zealand,2023-03-03,0
United Kingdom,2023-03-03,0
Australia,2023-03-04,0
China,2023-03-04,0
Denmark,2023-03-04,0
France,2023-03-04,0
Netherlands,2023-03-04,0
New Zealand,2023-03-04,0
United Kingdom,2023-03-04,0
Australia,2023-03-05,0
China,2023-03-05,0
Denmark,2023-03-05,0
France,2023-03-05,0
Netherlands,2023-03-05,0
New Zealand,2023-03-05,0
United Kingdom,2023-03-05,0
Australia,2023-03-06,0
China,2023-03-06,0
Denmark,2023-03-06,0
France,2023-03-06,0
Netherlands,2023-03-06,0
New Zealand,2023-03-06,0
United Kingdom,2023-03-06,0
Australia,2023-03-07,0
China,2023-03-07,0
Denmark,2023-03-07,0
France,2023-03-07,0
Netherlands,2023-03-07,0
New Zealand,2023-03-07,0
United Kingdom,2023-03-07,0
Australia,2023-03-08,0
China,2023-03-08,0
Denmark,2023-03-08,0
France,2023-03-08,0
Netherlands,2023-03-08,0
New Zealand,2023-03-08,0
United Kingdom,2023-03-08,0
Australia,2023-03-09,0
