Country/Region,Date,Confirmed
New Zealand,2022-10-12,6472
United Kingdom,2022-10-12,222475
Australia,2022-10-13,10308233
Canada,2022-10-13,4319090
China,2022-10-13,2077717
Denmark,2022-10-13,46629
France,2022-10-13,1200130
Netherlands,2022-10-13,111822
New Zealand,2022-10-13,6472
United Kingdom,2022-10-13,222501
Australia,2022-10-14,10309104
Canada,2022-10-14,4324348
China,2022-10-14,2083184
Denmark,2022-10-14,46629
France,2022-10-14,1202804
Netherlands,2022-10-14,111822
New Zealand,2022-10-14,6472
United Kingdom,2022-10-14,222903
Australia,2022-10-15,10309725
Canada,2022-10-15,4325371
China,2022-10-15,2088852
Denmark,2022-10-15,46629
France,2022-10-15,1202804
Netherlands,2022-10-15,111822
New Zealand,2022-10-15,6472
United Kingdom,2022-10-15,222903
Australia,2022-10-16,10310525
Canada,2022-10-16,4326073
China,2022-10-16,2094661
Denmark,2022-10-16,46629
France,2022-10-16,1202804
Netherlands,2022-10-16,111822
New Zealand,2022-10-16,6472
United Kingdom,2022-10-16,222903
Australia,2022-10-17,10311612
Canada,2022-10-17,4326713
China,2022-10-17,2100272
Denmark,2022-10-17,46629
France,2022-10-17,1203140
Netherlands,2022-10-17,111854
New Zealand,2022-10-17,6472
United Kingdom,2022-10-17,222997
Australia,2022-10-18,10312818
Canada,2022-10-18,4330346
China,2022-10-18,2105473
Denmark,2022-10-18,46629
France,2022-10-18,1203140
Netherlands,2022-10-18,111854
New Zealand,2022-10-18,6472
United Kingdom,2022-10-18,223003
Australia,2022-10-19,10313911
Canada,2022-10-19,4332815
China,2022-10-19,2110808
Denmark,2022-10-19,46629
France,2022-10-19,1203171
Netherlands,2022-10-19,111060
New Zealand,2022-10-19,6472
United Kingdom,2022-10-19,223180
Australia,2022-10-20,10341058
Canada,2022-10-20,4341679
China,2022-10-20,2116455
Denmark,2022-10-20,46629
France,2022-10-20,1203196
Netherlands,2022-10-20,111060
New Zealand,2022-10-20,6473
United Kingdom,2022-10-20,223180
Australia,2022-10-21,10341878
Canada,2022-10-21,4344491
China,2022-10-21,2122063
Denmark,2022-10-21,46629
France,2022-10-21,1203547
Netherlands,2022-10-21,111060
New Zealand,2022-10-21,6473
United Kingdom,2022-10-21,223803
Australia,2022-10-22,10342827
Canada,2022-10-22,4345252
China,2022-10-22,2128223
Denmark,2022-10-22,46629
France,2022-10-22,1203547
Netherlands,2022-10-22,111060
New Zealand,2022-10-22,6473
United Kingdom,2022-10-22,223803
Australia,2022-10-23,10343747
Canada,2022-10-23,4345834
China,2022-10-23,2133979
Denmark,2022-10-23,46629
France,2022-10-23,1203547
Netherlands,2022-10-23,111060
New Zealand,2022-10-23,6473
United Kingdom,2022-10-23,223803
Australia,2022-10-24,10345256
Canada,2022-10-24,4347189
China,2022-10-24,2139631
Denmark,2022-10-24,46629
France,2022-10-24,1203547
Netherlands,2022-10-24,111074
New Zealand,2022-10-24,6474
United Kingdom,2022-10-24,223822
Australia,2022-10-25,10346805
Canada,2022-10-25,4351273
China,2022-10-25,2145064
Denmark,2022-10-25,46629
France,2022-10-25,1207208
Netherlands,2022-10-25,111074
New Zealand,2022-10-25,6474
United Kingdom,2022-10-25,223871
Australia,2022-10-26,10348288
Canada,2022-10-26,4353593
China,2022-10-26,2150824
Denmark,2022-10-26,46629
France,2022-10-26,1207264
Netherlands,2022-10-26,111173
New Zealand,2022-10-26,6474
United Kingdom,2022-10-26,224157
Australia,2022-10-27,10364635
Canada,2022-10-27,4362285
China,2022-10-27,2157120
Denmark,2022-10-27,46629
France,2022-10-27,1207264
Netherlands,2022-10-27,111173
New Zealand,2022-10-27,6474
United Kingdom,2022-10-27,224157
Australia,2022-10-28,10375475
Canada,2022-10-28,4366896
China,2022-10-28,2162804
Denmark,2022-10-28,46629
France,2022-10-28,1207632
Netherlands,2022-10-28,111173
New Zealand,2022-10-28,6474
United Kingdom,2022-10-28,224424
Australia,2022-10-29,10376653
Canada,2022-10-29,4367714
China,2022-10-29,2168564
Denmark,2022-10-29,46629
France,2022-10-29,1207632
Netherlands,2022-10-29,111173
New Zealand,2022-10-29,6474
United Kingdom,2022-10-29,224424
Australia,2022-10-30,10377788
Canada,2022-10-30,4368271
China,2022-10-30,2174175
Denmark,2022-10-30,46629
France,2022-10-30,1207632
Netherlands,2022-10-30,111173
New Zealand,2022-10-30,6474
United Kingdom,2022-10-30,224424
Australia,2022-10-31,10379442
Canada,2022-10-31,4368832
China,2022-10-31,2179462
Denmark,2022-10-31,46629
France,2022-10-31,1207632
Netherlands,2022-10-31,111173
New Zealand,2022-10-31,6474
United Kingdom,2022-10-31,224437
Australia,2022-11-01,10381125
Canada,2022-11-01,4372169
China,2022-11-01,2184429
Denmark,2022-11-01,46629
France,2022-11-01,1207695
Netherlands,2022-11-01,111182
New Zealand,2022-11-01,6474
United Kingdom,2022-11-01,224437
Australia,2022-11-02,10383005
Canada,2022-11-02,4374742
China,2022-11-02,2190138
Denmark,2022-11-02,46629
France,2022-11-02,1207701
Netherlands,2022-11-02,111266
New Zealand,2022-11-02,6474
United Kingdom,2022-11-02,224667
Australia,2022-11-03,10402713
Canada,2022-11-03,4383354
China,2022-11-03,2196095
Denmark,2022-11-03,46629
France,2022-11-03,1208122
Netherlands,2022-11-03,111266
New Zealand,2022-11-03,6474
United Kingdom,2022-11-03,224759
Australia,2022-11-04,10417273
Canada,2022-11-04,4384760
China,2022-11-04,2201304
Denmark,2022-11-04,46629
France,2022-11-04,1208141
Netherlands,2022-11-04,111266
New Zealand,2022-11-04,6474
United Kingdom,2022-11-04,225117
Australia,2022-11-05,10418986
Canada,2022-11-05,4384760
China,2022-11-05,2207046
Denmark,2022-11-05,46629
France,2022-11-05,1208141
Netherlands,2022-11-05,111266
New Zealand,2022-11-05,6474
United Kingdom,2022-11-05,225117
Australia,2022-11-06,10420857
Canada,2022-11-06,4384760
China,2022-11-06,2212583
Denmark,2022-11-06,46629
France,2022-11-06,1208141
Netherlands,2022-11-06,111266
New Zealand,2022-11-06,6474
United Kingdom,2022-11-06,225117
Australia,2022-11-07,10423566
Canada,2022-11-07,4388493
China,2022-11-07,2218698
Denmark,2022-11-07,46629
France,2022-11-07,1208141
Netherlands,2022-11-07,111266
New Zealand,2022-11-07,6474
United Kingdom,2022-11-07,225155
Australia,2022-11-08,10426939
Canada,2022-11-08,4391376
China,2022-11-08,2224698
Denmark,2022-11-08,46629
France,2022-11-08,1208142
Netherlands,2022-11-08,111266
New Zealand,2022-11-08,6474
United Kingdom,2022-11-08,225225
Australia,2022-11-09,10429996
Canada,2022-11-09,4393401
China,2022-11-09,2230584
Denmark,2022-11-09,46629
France,2022-11-09,1208311
Netherlands,2022-11-09,111266
New Zealand,2022-11-09,6474
United Kingdom,2022-11-09,225321
Australia,2022-11-10,10458954
Canada,2022-11-10,4401083
China,2022-11-10,2237719
Denmark,2022-11-10,46629
France,2022-11-10,1208311
Netherlands,2022-11-10,111351
New Zealand,2022-11-10,6474
United Kingdom,2022-11-10,225419
Australia,2022-11-11,10472100
Canada,2022-11-11,4402164
China,2022-11-11,2244952
Denmark,2022-11-11,46629
France,2022-11-11,1208311
Netherlands,2022-11-11,111351
New Zealand,2022-11-11,6474
United Kingdom,2022-11-11,225464
Australia,2022-11-12,10479214
Canada,2022-11-12,4402844
China,2022-11-12,2252349
Denmark,2022-11-12,46629
France,2022-11-12,1208311
Netherlands,2022-11-12,111351
New Zealand,2022-11-12,6474
United Kingdom,2022-11-12,225464
Australia,2022-11-13,10484025
Canada,2022-11-13,4403358
China,2022-11-13,2260559
Denmark,2022-11-13,46629
France,2022-11-13,1208311
Netherlands,2022-11-13,111351
New Zealand,2022-11-13,6476
United Kingdom,2022-11-13,225464
Australia,2022-11-14,10487217
Canada,2022-11-14,4403878
China,2022-11-14,2268234
Denmark,2022-11-14,46629
France,2022-11-14,1208946
Netherlands,2022-11-14,111351
New Zealand,2022-11-14,6476
United Kingdom,2022-11-14,225767
Australia,2022-11-15,10490669
Canada,2022-11-15,4408828
China,2022-11-15,2276009
Denmark,2022-11-15,46629
France,2022-11-15,1210198
Netherlands,2022-11-15,111351
New Zealand,2022-11-15,6476
United Kingdom,2022-11-15,225811
Australia,2022-11-16,10493919
Canada,2022-11-16,4411343
China,2022-11-16,2284690
Denmark,2022-11-16,46629
France,2022-11-16,1210336
Netherlands,2022-11-16,111489
New Zealand,2022-11-16,6481
United Kingdom,2022-11-16,225950
Australia,2022-11-17,10553237
Canada,2022-11-17,4417344
China,2022-11-17,2295014
Denmark,2022-11-17,46629
France,2022-11-17,1210533
Netherlands,2022-11-17,111489
New Zealand,2022-11-17,6482
United Kingdom,2022-11-17,225950
Australia,2022-11-18,10555312
Canada,2022-11-18,4418350
China,2022-11-18,2305041
Denmark,2022-11-18,46629
France,2022-11-18,1211108
Netherlands,2022-11-18,111489
New Zealand,2022-11-18,6486
United Kingdom,2022-11-18,226240
Australia,2022-11-19,10557719
Canada,2022-11-19,4419015
China,2022-11-19,2315891
Denmark,2022-11-19,46629
France,2022-11-19,1211108
Netherlands,2022-11-19,111489
New Zealand,2022-11-19,6487
United Kingdom,2022-11-19,226240
Australia,2022-11-20,10560280
Canada,2022-11-20,4419599
China,2022-11-20,2325696
Denmark,2022-11-20,46629
France,2022-11-20,1211108
Netherlands,2022-11-20,111489
New Zealand,2022-11-20,6489
United Kingdom,2022-11-20,226240
Australia,2022-11-21,10564087
Canada,2022-11-21,4421421
China,2022-11-21,2335275
Denmark,2022-11-21,46629
France,2022-11-21,1211108
Netherlands,2022-11-21,111489
New Zealand,2022-11-21,6489
United Kingdom,2022-11-21,226240
Australia,2022-11-22,10567948
Canada,2022-11-22,4422877
China,2022-11-22,2344367
Denmark,2022-11-22,46629
France,2022-11-22,1211720
Netherlands,2022-11-22,111489
New Zealand,2022-11-22,6491
United Kingdom,2022-11-22,226255
Australia,2022-11-23,10571788
Canada,2022-11-23,4425557
China,2022-11-23,2356291
Denmark,2022-11-23,46629
France,2022-11-23,1211871
Netherlands,2022-11-23,111620
New Zealand,2022-11-23,6493
United Kingdom,2022-11-23,226355
Australia,2022-11-24,10627363
Canada,2022-11-24,4427229
China,2022-11-24,2368859
Denmark,2022-11-24,46629
France,2022-11-24,1211871
Netherlands,2022-11-24,111620
New Zealand,2022-11-24,6493
United Kingdom,2022-11-24,226358
Australia,2022-11-25,10643169
Canada,2022-11-25,4428533
China,2022-11-25,2380535
Denmark,2022-11-25,46629
France,2022-11-25,1212593
Netherlands,2022-11-25,111620
New Zealand,2022-11-25,6497
United Kingdom,2022-11-25,226595
Australia,2022-11-26,10646596
Canada,2022-11-26,4428533
China,2022-11-26,2392811
Denmark,2022-11-26,46629
France,2022-11-26,1212593
Netherlands,2022-11-26,111620
New Zealand,2022-11-26,6497
United Kingdom,2022-11-26,226595
Australia,2022-11-27,10649747
Canada,2022-11-27,4428533
China,2022-11-27,2404603
Denmark,2022-11-27,46629
France,2022-11-27,1212593
Netherlands,2022-11-27,111620
New Zealand,2022-11-27,6497
United Kingdom,2022-11-27,226595
Australia,2022-11-28,10653896
Canada,2022-11-28,4430545
China,2022-11-28,2416169
Denmark,2022-11-28,46629
France,2022-11-28,1214122
Netherlands,2022-11-28,111620
New Zealand,2022-11-28,6506
United Kingdom,2022-11-28,226595
Australia,2022-11-29,10655596
Canada,2022-11-29,4431098
China,2022-11-29,2428351
Denmark,2022-11-29,46629
France,2022-11-29,1216357
Netherlands,2022-11-29,111620
New Zealand,2022-11-29,6513
United Kingdom,2022-11-29,226595
Australia,2022-11-30,10659898
Canada,2022-11-30,4432413
China,2022-11-30,2441613
Denmark,2022-11-30,46629
France,2022-11-30,1216579
Netherlands,2022-11-30,112136
New Zealand,2022-11-30,6525
United Kingdom,2022-11-30,226894
Australia,2022-12-01,10742127
Canada,2022-12-01,4444830
China,2022-12-01,2456094
Denmark,2022-12-01,46629
France,2022-12-01,1218010
Netherlands,2022-12-01,112136
New Zealand,2022-12-01,6536
United Kingdom,2022-12-01,226894
Australia,2022-12-02,10748145
Canada,2022-12-02,4444899
China,2022-12-02,2470469
Denmark,2022-12-02,46629
France,2022-12-02,1218948
Netherlands,2022-12-02,112136
New Zealand,2022-12-02,6545
United Kingdom,2022-12-02,226919
Australia,2022-12-03,10751318
Canada,2022-12-03,4444899
China,2022-12-03,2484997
Denmark,2022-12-03,46629
France,2022-12-03,1218948
Netherlands,2022-12-03,112136
New Zealand,2022-12-03,6553
United Kingdom,2022-12-03,226919
Australia,2022-12-04,10754429
Canada,2022-12-04,4444899
China,2022-12-04,2498574
Denmark,2022-12-04,46629
France,2022-12-04,1218948
Netherlands,2022-12-04,112136
New Zealand,2022-12-04,6558
United Kingdom,2022-12-04,226919
Australia,2022-12-05,10759272
Canada,2022-12-05,4452988
China,2022-12-05,2513204
Denmark,2022-12-05,46629
France,2022-12-05,1219559
Netherlands,2022-12-05,112136
New Zealand,2022-12-05,6561
United Kingdom,2022-12-05,227275
Australia,2022-12-06,10763649
Canada,2022-12-06,4452988
China,2022-12-06,2525946
Denmark,2022-12-06,46629
France,2022-12-06,1220499
Netherlands,2022-12-06,112146
New Zealand,2022-12-06,6569
United Kingdom,2022-12-06,227275
Australia,2022-12-07,10767933
Canada,2022-12-07,4455836
China,2022-12-07,2542974
Denmark,2022-12-07,46629
France,2022-12-07,1220776
Netherlands,2022-12-07,112239
New Zealand,2022-12-07,6569
United Kingdom,2022-12-07,227459
Australia,2022-12-08,10850567
Canada,2022-12-08,4461118
China,2022-12-08,2561462
Denmark,2022-12-08,46629
France,2022-12-08,1220800
Netherlands,2022-12-08,112239
New Zealand,2022-12-08,6576
United Kingdom,2022-12-08,227459
Australia,2022-12-09,10856941
Canada,2022-12-09,4463021
China,2022-12-09,2579320
Denmark,2022-12-09,46629
France,2022-12-09,1222481
Netherlands,2022-12-09,112239
New Zealand,2022-12-09,6578
United Kingdom,2022-12-09,227926
Australia,2022-12-10,10859627
Canada,2022-12-10,4463969
China,2022-12-10,2596074
Denmark,2022-12-10,46629
France,2022-12-10,1222481
Netherlands,2022-12-10,112239
New Zealand,2022-12-10,6580
United Kingdom,2022-12-10,227926
Australia,2022-12-11,10862500
Canada,2022-12-11,4464775
China,2022-12-11,2613277
Denmark,2022-12-11,46629
France,2022-12-11,1222481
Netherlands,2022-12-11,112239
New Zealand,2022-12-11,6580
United Kingdom,2022-12-11,227926
Australia,2022-12-12,10866876
Canada,2022-12-12,4467886
China,2022-12-12,2630393
Denmark,2022-12-12,46629
France,2022-12-12,1223340
Netherlands,2022-12-12,112239
New Zealand,2022-12-12,6587
United Kingdom,2022-12-12,227926
Australia,2022-12-13,10870758
Canada,2022-12-13,4469706
China,2022-12-13,2646141
Denmark,2022-12-13,46629
France,2022-12-13,1225087
Netherlands,2022-12-13,112239
New Zealand,2022-12-13,6592
United Kingdom,2022-12-13,227943
Australia,2022-12-14,10874967
Canada,2022-12-14,4472043
China,2022-12-14,2661011
Denmark,2022-12-14,46629
France,2022-12-14,1225581
Netherlands,2022-12-14,112304
New Zealand,2022-12-14,6598
United Kingdom,2022-12-14,227943
Australia,2022-12-15,10950647
Canada,2022-12-15,4474274
China,2022-12-15,2678091
Denmark,2022-12-15,46629
France,2022-12-15,1225581
Netherlands,2022-12-15,112304
New Zealand,2022-12-15,6601
United Kingdom,2022-12-15,228312
Australia,2022-12-16,10969578
Canada,2022-12-16,4475920
China,2022-12-16,2693817
Denmark,2022-12-16,46629
France,2022-12-16,1227976
Netherlands,2022-12-16,112304
New Zealand,2022-12-16,6605
United Kingdom,2022-12-16,229116
Australia,2022-12-17,10969578
Canada,2022-12-17,4476955
China,2022-12-17,2700019
Denmark,2022-12-17,46629
France,2022-12-17,1227976
Netherlands,2022-12-17,112304
New Zealand,2022-12-17,6615
United Kingdom,2022-12-17,229116
Australia,2022-12-18,10975374
Canada,2022-12-18,4477816
China,2022-12-18,2717859
Denmark,2022-12-18,46629
France,2022-12-18,1227976
Netherlands,2022-12-18,112304
New Zealand,2022-12-18,6615
United Kingdom,2022-12-18,229116
Australia,2022-12-19,10979204
Canada,2022-12-19,4480302
China,2022-12-19,2754028
Denmark,2022-12-19,46629
France,2022-12-19,1227976
Netherlands,2022-12-19,112304
New Zealand,2022-12-19,6652
United Kingdom,2022-12-19,229116
Australia,2022-12-20,10983380
Canada,2022-12-20,4482243
China,2022-12-20,2769105
Denmark,2022-12-20,46629
France,2022-12-20,1228622
Netherlands,2022-12-20,112304
New Zealand,2022-12-20,6680
United Kingdom,2022-12-20,229116
Australia,2022-12-21,10986958
Canada,2022-12-21,4484598
China,2022-12-21,2792098
Denmark,2022-12-21,46629
France,2022-12-21,1228861
Netherlands,2022-12-21,112442
New Zealand,2022-12-21,6703
United Kingdom,2022-12-21,229690
Australia,2022-12-22,11068107
Canada,2022-12-22,4493459
China,2022-12-22,2815628
Denmark,2022-12-22,46629
France,2022-12-22,1228909
Netherlands,2022-12-22,112442
New Zealand,2022-12-22,6724
United Kingdom,2022-12-22,229706
Australia,2022-12-23,11074949
Canada,2022-12-23,4497797
China,2022-12-23,2840040
Denmark,2022-12-23,46629
France,2022-12-23,1230910
Netherlands,2022-12-23,112442
New Zealand,2022-12-23,6738
United Kingdom,2022-12-23,230543
Australia,2022-12-24,11077191
Canada,2022-12-24,4497797
China,2022-12-24,2864435
Denmark,2022-12-24,46629
France,2022-12-24,1230910
Netherlands,2022-12-24,112442
New Zealand,2022-12-24,6751
United Kingdom,2022-12-24,230543
Australia,2022-12-25,11078796
Canada,2022-12-25,4497797
China,2022-12-25,2888407
Denmark,2022-12-25,46629
France,2022-12-25,1230910
Netherlands,2022-12-25,112442
New Zealand,2022-12-25,6767
United Kingdom,2022-12-25,230543
Australia,2022-12-26,11080686
Canada,2022-12-26,4499509
China,2022-12-26,2912275
Denmark,2022-12-26,46629
France,2022-12-26,1230910
Netherlands,2022-12-26,112442
New Zealand,2022-12-26,6767
United Kingdom,2022-12-26,230543
Australia,2022-12-27,11082803
Canada,2022-12-27,4500277
China,2022-12-27,2936206
Denmark,2022-12-27,46629
France,2022-12-27,1230910
Netherlands,2022-12-27,112442
New Zealand,2022-12-27,6810
United Kingdom,2022-12-27,230543
Australia,2022-12-28,11085540
Canada,2022-12-28,4501229
China,2022-12-28,2962259
Denmark,2022-12-28,46629
France,2022-12-28,1230910
Netherlands,2022-12-28,112442
New Zealand,2022-12-28,6828
United Kingdom,2022-12-28,230608
Australia,2022-12-29,11125235
Canada,2022-12-29,4502337
China,2022-12-29,2992757
Denmark,2022-12-29,46629
France,2022-12-29,1231189
Netherlands,2022-12-29,112442
New Zealand,2022-12-29,6847
United Kingdom,2022-12-29,230608
Australia,2022-12-30,11130283
Canada,2022-12-30,4504318
China,2022-12-30,3027936
Denmark,2022-12-30,46629
France,2022-12-30,1231189
Netherlands,2022-12-30,112442
New Zealand,2022-12-30,6872
United Kingdom,2022-12-30,230608
Australia,2022-12-31,11131707
Canada,2022-12-31,4505129
China,2022-12-31,3062405
Denmark,2022-12-31,46629
France,2022-12-31,1231189
Netherlands,2022-12-31,112442
New Zealand,2022-12-31,6890
United Kingdom,2022-12-31,230608
Australia,2023-01-01,11132933
Canada,2023-01-01,4505729
China,2023-01-01,3090403
Denmark,2023-01-01,46629
France,2023-01-01,1231189
Netherlands,2023-01-01,112442
New Zealand,2023-01-01,6890
United Kingdom,2023-01-01,230608
Australia,2023-01-02,11132933
Canada,2023-01-02,4506186
China,2023-01-02,3115547
Denmark,2023-01-02,46629
France,2023-01-02,1231189
Netherlands,2023-01-02,112442
New Zealand,2023-01-02,6934
United Kingdom,2023-01-02,230608
Australia,2023-01-03,11135105
Canada,2023-01-03,4507749
China,2023-01-03,3139532
Denmark,2023-01-03,46629
France,2023-01-03,1233660
Netherlands,2023-01-03,112452
New Zealand,2023-01-03,6964
United Kingdom,2023-01-03,231117
Australia,2023-01-04,11136734
Canada,2023-01-04,4508920
China,2023-01-04,3165367
Denmark,2023-01-04,46629
France,2023-01-04,1233689
Netherlands,2023-01-04,112452
New Zealand,2023-01-04,6983
United Kingdom,2023-01-04,231179
Australia,2023-01-05,11190571
Canada,2023-01-05,4520277
China,2023-01-05,3193423
Denmark,2023-01-05,46629
France,2023-01-05,1233825
Netherlands,2023-01-05,112608
New Zealand,2023-01-05,6998
United Kingdom,2023-01-05,231666
Australia,2023-01-06,11205520
Canada,2023-01-06,4523692
China,2023-01-06,3223918
